Hakusana	Homonymia	Sanaluokka	Taivutustiedot
ajassaan		adverbi	99
ajastaa		verbi	53
ajastaika		substantiivi	9*D
ajastin		substantiivi	33
ajastus		substantiivi	39
ajatella		verbi	67*C
ajatelma		substantiivi	10
ajatollah		substantiivi	5
ajaton		adjektiivi	34*C
ajattaa		verbi	53*C
ajattelematon		adjektiivi	34*C
ajattelemattomasti		adverbi	99
ajattelemattomuus		substantiivi	40
ajattelija		substantiivi	12
ajattelu		substantiivi	2
ajattelukyky		substantiivi	
ajattelukykyinen		adjektiivi	
ajattelutapa		substantiivi	
ajatteluttaa		verbi	53*C
ajattelutyö		substantiivi	
ajattomasti		adverbi	99
ajattomuus		substantiivi	40
ajatuksekas		adjektiivi	41*A
ajatuksellinen		adjektiivi	38
ajatuksellisesti		adverbi	99
ajatuksenjuoksu		substantiivi	
ajatuksenkulku		substantiivi	
ajatuksenriento		substantiivi	
ajatuksensiirto		substantiivi	
ajatuksenvapaus		substantiivi	
ajatukseton		adjektiivi	34*C
ajatuksettomasti		adverbi	99
ajatuksettomuus		substantiivi	40
‑ajatuksinen		adjektiivi	38
ajatus		substantiivi	39
ajatusharha		substantiivi	
ajatushautomo		substantiivi	
ajatuskatko		substantiivi	1
ajatusketju		substantiivi	
ajatuskoe		substantiivi	
ajatuskupla		substantiivi	
ajatuskuvio		substantiivi	
ajatusleikki		substantiivi	
ajatuslukko		substantiivi	
ajatusmaailma		substantiivi	
ajatusmylly		substantiivi	
ajatusrakennelma		substantiivi	
ajatussisällys		substantiivi	
ajatussisältö		substantiivi	
ajatussuunta		substantiivi	
ajatustapa		substantiivi	
ajatustenlukija		substantiivi	
ajatustenluku		substantiivi	
ajatustensiirto		substantiivi	
ajatustenvaihto		substantiivi	
ajatustoiminta		substantiivi	
ajatustyö		substantiivi	
ajatusviiva		substantiivi	
ajatusvirhe		substantiivi	
ajatusvoimistelu		substantiivi	
ajatusyhteys		substantiivi	
ajautua		verbi	52*F
ajelehtia		verbi	61*F
ajella		verbi	67
ajelu		substantiivi	2
ajeluttaa		verbi	53*C
ajettavuus		substantiivi	40
ajettua		verbi	52*C
ajettuma		substantiivi	10
ajetuksissa		adverbi	99
ajo		substantiivi	1
ajoaika		substantiivi	9*D
ajoakku		substantiivi	
ajoankkuri		substantiivi	
ajoharjoittelu		substantiivi	
ajoharjoittelurata		substantiivi	
ajoissa		adverbi	99
ajoittaa		verbi	53*C
ajoittain		adverbi	99
ajoittainen		adjektiivi	38
ajoittaisuus		substantiivi	40
ajoittua		verbi	52*C
ajoitus		substantiivi	39
ajojahti		substantiivi	5*F
ajojää		substantiivi	
ajokaista		substantiivi	
ajokas	1	substantiivi	41*A
ajokas	2	substantiivi	41*A
ajokeli		substantiivi	
ajokelpoinen		adjektiivi	
ajokielto		substantiivi	
ajokilometri		substantiivi	
ajokki		substantiivi	5*A
ajokoe		substantiivi	
ajokoira		substantiivi	
ajokoirametsästys		substantiivi	
ajokortti		substantiivi	
ajokunto		substantiivi	
ajokuntoinen		adjektiivi	
ajokyky		substantiivi	
ajokykyinen		adjektiivi	
ajolanka		substantiivi	
ajolinja		substantiivi	
ajolähtö		substantiivi	
ajolähtötilanne		substantiivi	
ajomatka		substantiivi	
ajomestari		substantiivi	
ajometsästys		substantiivi	
ajomies		substantiivi	
ajomiina		substantiivi	
ajonestin		substantiivi	
ajonestolaite		substantiivi	
ajoneuvo		substantiivi	
ajoneuvovero		substantiivi	
ajoneuvoyhdistelmä		substantiivi	
ajonopeus		substantiivi	
ajonvakautusjärjestelmä		substantiivi	
ajo-ohje		substantiivi	
ajo-oikeus		substantiivi	
ajo-ominaisuus		substantiivi	
ajo-opetus		substantiivi	
ajopeli		substantiivi	
ajopiirturi		substantiivi	
ajoporo		substantiivi	1
ajopuu		substantiivi	
ajopuuteoria		substantiivi	
ajopyynti		substantiivi	
ajopäiväkirja		substantiivi	
ajorata		substantiivi	
ajos		substantiivi	39
ajosuunta		substantiivi	
ajotaito		substantiivi	
ajotekniikka		substantiivi	
ajoterveys		substantiivi	
ajotie		substantiivi	
ajotietokone		substantiivi	
ajotilanne		substantiivi	
ajoturvallisuus		substantiivi	
ajotutkinto		substantiivi	
ajoura		substantiivi	
ajovalot		substantiivi	
ajoverkko		substantiivi	
ajoviima		substantiivi	
ajovitsa		substantiivi	
ajuri		substantiivi	6
ajuruoho		substantiivi	
akaatti		substantiivi	5*C
akallinen		adjektiivi	38
akana		substantiivi	12
akankaali		substantiivi	
akankanto		substantiivi	1*J
akansieni		substantiivi	
akantti		substantiivi	5*C
akanvirta		substantiivi	
akasia		substantiivi	12
akateemikko		substantiivi	4*A
akateeminen		adjektiivi	38
akateemisesti		adverbi	99
akateemisuus		substantiivi	40
akatemia		substantiivi	12
akatemiaprofessori		substantiivi	
akatemiatutkija		substantiivi	
akileija		substantiivi	9
akilleenkantapää		substantiivi	
akillesjänne		substantiivi	
akka		substantiivi	9*A
akkainlehti		substantiivi	
akkamainen		adjektiivi	38
akkamaisesti		adverbi	99
akkamaisuus		substantiivi	40
akkautua		verbi	52*F
akkavalta		substantiivi	
akklimatisaatio		substantiivi	3
akklimatisoida		verbi	62
akklimatisointi		substantiivi	5*J
akklimatisoitua		verbi	52*F
akkommodaatio		substantiivi	3
akkommodaatiokyky		substantiivi	
akkreditoida		verbi	62
akkreditointi		substantiivi	5*J
akku		substantiivi	1*A
akkukäyttöinen		adjektiivi	
akkulaturi		substantiivi	
akkumulaattori		substantiivi	6
akkumuloitua		verbi	52*F
akkuna		substantiivi	12
akkusatiivi		substantiivi	5
akkutoiminen		adjektiivi	
akkuväännin		substantiivi	
akne		substantiivi	8
akoittua		verbi	52*C
akordi		substantiivi	5
akrobaatti		substantiivi	5*C
akrobaattinen		adjektiivi	38
akrobatia		substantiivi	12
akrofobia		substantiivi	
akrohiihto		substantiivi	
akronyymi		substantiivi	5
akrylaatti		substantiivi	5*C
akryyli		substantiivi	6
akryylihappo		substantiivi	
akryylimaalaus		substantiivi	39
akryylimuovi		substantiivi	
akryyliväri		substantiivi	
akseli		substantiivi	6
akselikuormitus		substantiivi	
‑akselinen		adjektiivi	38
akselintappi		substantiivi	
akselipaino		substantiivi	
akselisto		substantiivi	1
akseliteho		substantiivi	
akselivallat		substantiivi	
akseliväli		substantiivi	
aksentti		substantiivi	5*C
aksenttimerkki		substantiivi	
akseptantti		substantiivi	5*C
aksepti		substantiivi	5
akseptoida		verbi	62
aksiaalinen		adjektiivi	38
aksiaalisesti		adverbi	99
aksiaalisuus		substantiivi	40
aksiomaattinen		adjektiivi	38
aksiomaattisesti		adverbi	99
aksiomaattisuus		substantiivi	40
aksiomi		substantiivi	5
aksiooma		substantiivi	10
akti		substantiivi	5
aktiivat		substantiivi	13
aktiivi		substantiivi, adjektiivi	5
aktiivihiili		substantiivi	
aktiivihiilisuodatin		substantiivi	
aktiivijousitus		substantiivi	
aktiiviloma		substantiivi	
aktiivimuoto		substantiivi	
aktiivinen		adjektiivi	38
aktiivipalvelus		substantiivi	
aktiivisesti		adverbi	99
aktiivistaa		verbi	53
aktiivistua		verbi	52
aktiivisuus		substantiivi	40
aktiivisuusranneke		substantiivi	
aktiivisynnytys		substantiivi	
aktiiviupseeri		substantiivi	
aktiiviurheilija		substantiivi	
aktiiviväestö		substantiivi	
aktio		substantiivi	3
aktivismi		substantiivi	5
aktivisti		substantiivi	5
aktiviteetti		substantiivi	5*C
aktivoida		verbi	62
aktivointi		substantiivi	5*J
aktivoitua		verbi	52*F
aktori		substantiivi	6
aktuaalinen		adjektiivi	38
aktuaalisesti		adverbi	99
aktuaalistaa		verbi	53
aktuaalistua		verbi	52
aktuaalisuus		substantiivi	40
aktuaari		substantiivi	5
aktualisoida		verbi	62
aktualisointi		substantiivi	5*J
aktualisoitua		verbi	52*F
aktuelli		adjektiivi	5
akuhieronta		substantiivi	
akuhoito		substantiivi	
akunlaturi		substantiivi	
akupainanta		substantiivi	
akupiste		substantiivi	
akupunktio		substantiivi	
akupunktuuri		substantiivi	6
akupunktuurineula		substantiivi	
akupunktuuripiste		substantiivi	
akustiikka		substantiivi	9*A
akustiikkalevy		substantiivi	
akustinen		adjektiivi	38
akustisesti		adverbi	99
akusto		substantiivi	2
akustoida		verbi	62
akustointi		substantiivi	5*J
akuutisti		adverbi	99
akuutti		adjektiivi, substantiivi	5*C
akuuttinen		adjektiivi	38
akvaario		substantiivi	3
akvaariokala		substantiivi	
akvaariokasvi		substantiivi	
akvamariini		substantiivi	5
akvarelli		substantiivi	5
akvarelliliitu		substantiivi	
akvarelliväri		substantiivi	
akvaristi		substantiivi	5
akvatinta		substantiivi	9
akvaviitti		substantiivi	5*C
à la		prepositio	99
ala		substantiivi	9
ala‑			
ala-arvoinen		adjektiivi	
ala-arvoisesti		adverbi	99
ala-arvoisuus		substantiivi	
ala-aste		substantiivi	
ala-asteelainen		adjektiivi, substantiivi	
ala-astelainen		adjektiivi, substantiivi	
alabasteri		substantiivi	6
à la carte		adverbi, substantiivi	8
à la carte ‑annos		substantiivi	
aladobi		substantiivi	5
alahammas		substantiivi	
alahanka		substantiivi	
alaharvennus		substantiivi	
alahuone		substantiivi	
alahuuli		substantiivi	
alaikäinen		adjektiivi, substantiivi	
alaikäisyys		substantiivi	
alaikäraja		substantiivi	9
alaindeksi		substantiivi	
alainen		adjektiivi, substantiivi	38
alaisuus		substantiivi	40
alajuoksu		substantiivi	
alakansakoulu		substantiivi	
alakansi		substantiivi	
alakantissa		adverbi	99
alakanttiin		adverbi	99
alakautta		adverbi	
alakerros		substantiivi	
alakerta		substantiivi	
alakierre		substantiivi	
alakierrelyönti		substantiivi	
alakierteinen		adjektiivi	
alakkain		adverbi	99
alakkainen		adjektiivi	38
alakohta		substantiivi	10*F
alakohtainen		adjektiivi	
alakoukku		substantiivi	
alakoulu		substantiivi	
alakoululainen		substantiivi	
alakulo		substantiivi	1
alakuloinen		adjektiivi	38
alakuloisesti		adverbi	99
alakuloisuus		substantiivi	40
alakulttuuri		substantiivi	
alakunta		substantiivi	
alakunto		substantiivi	
alakuntoinen		adjektiivi	
alakuntoisuus		substantiivi	
alakuu		substantiivi	
alakynnessä		adverbi	99
alakynteen		adverbi	99
alalaji		substantiivi	
alalanka		substantiivi	
alaleuka		substantiivi	
alaleukaluu		substantiivi	
alaliittymä		substantiivi	
alallaan		adverbi	99
alalleen		adverbi	99
alaluokka		substantiivi	10*A
alaluokkalainen		substantiivi	
alaluomi		substantiivi	
alamaa		substantiivi	
alamaailma		substantiivi	
alamaihin		adverbi	
alamainen		substantiivi, adjektiivi	38
alamaisesti		adverbi	99
alamaissa		adverbi	
alamaisuus		substantiivi	40
alamitta		substantiivi	
alamittainen		adjektiivi	
alamäki		substantiivi	
alamäkiajo		substantiivi	
alamäkihidastin		substantiivi	
alamäkiluistelu		substantiivi	
alanko		substantiivi	1*G
alankomaalainen		adjektiivi, substantiivi	
alanne		substantiivi	48*J
alanumero		substantiivi	
alanurkka		substantiivi	
alanurkkalaukaus		substantiivi	
alaoksa		substantiivi	
alaosa		substantiivi	
alaosasto		substantiivi	
alaotsikko		substantiivi	
alapesu		substantiivi	
alapeti		substantiivi	
alapilvi		substantiivi	
alapinta		substantiivi	
alapohja		substantiivi	
alapuhelin		substantiivi	
alapuoli		substantiivi	
alapuolinen		adjektiivi	
alapuolisko		substantiivi	
alapää		substantiivi	
alaraaja		substantiivi	
alaraja		substantiivi	9
alareuna		substantiivi	
alarivi		substantiivi	
alaruumis		substantiivi	
alaryhmä		substantiivi	
alas		adverbi	99
alasajo		substantiivi	
alaselkä		substantiivi	
alasin		substantiivi	33
alaskirjaus		substantiivi	
alaslaskettava		adjektiivi	10
alaspäin		adverbi	
alaspäinen		adjektiivi	
alaspäinmeno		substantiivi	
alassuin		adverbi	99
alassuinen		adjektiivi	
alasti		adverbi	99
alastomuus		substantiivi	40
alastomuuskulttuuri		substantiivi	
alaston		adjektiivi	34
alastonkuva		substantiivi	50
alastonmalli		substantiivi	50
alastontutkielma		substantiivi	50
alastulo		substantiivi	
alastulorinne		substantiivi	
alasuoja		substantiivi	10
alasuojus		substantiivi	
alasvetovalikko		substantiivi	
alasänky		substantiivi	
alateitse		adverbi	
alati		adverbi	99
alatiesynnytys		substantiivi	
alatusten		adverbi	99
alatuuleen		adverbi	99
alatuulessa		adverbi	99
alatyyli		substantiivi	
alatyylinen		adjektiivi	
alava		adjektiivi	10
alavartalo		substantiivi	
alavartalolihavuus		substantiivi	
alavatsa		substantiivi	
alaviistoon		adverbi	
alaviistossa		adverbi	
alaviistosta		adverbi	
alaviite		substantiivi	
alaviiva		substantiivi	
alavireinen		adjektiivi	
alavireisyys		substantiivi	
alavirta		substantiivi	
alavuus		substantiivi	40
alayksikkö		substantiivi	
alaääni		substantiivi	
alba		substantiivi	9
albaani		substantiivi	6
albania		substantiivi	12
albanialainen		adjektiivi, substantiivi	38
albanian kieli			
albatrossi		substantiivi	5
albedo		substantiivi	1
albiino		substantiivi, adjektiivi	2
albinismi		substantiivi	5
albumi		substantiivi	6
albumiini		substantiivi	5
al dente		adverbi	99
ale	1	substantiivi	8
ale	2	substantiivi	8
alekkain		adverbi	99
aleksanterinleivos		substantiivi	
aleksanterintorttu		substantiivi	
aleksitymia		substantiivi	12
aleksityymikko		substantiivi	4*A
aleksityyminen		adjektiivi	38
alemma		adverbi	99
alemmaksi		adverbi	99
alemmas		adverbi	99
alemmuudentunne		substantiivi	
alemmuus		substantiivi	40
alemmuuskompleksi		substantiivi	
alempaa		adverbi	99
alempana		adverbi	99
alempi		adjektiivi	16*H
alempiarvoinen		adjektiivi	
alenema		substantiivi	10
aleneva		adjektiivi	10
alennus		substantiivi	39
alennushalli		substantiivi	5
alennushinta		substantiivi	
alennuskoodi		substantiivi	
alennuskuponki		substantiivi	
alennuslippu		substantiivi	
alennusmerkki		substantiivi	
alennusmyynti		substantiivi	
alennustavaratalo		substantiivi	
alennustila		substantiivi	
alennustuote		substantiivi	
alennusvaihde		substantiivi	
alentaa		verbi	54*J
alentava		adjektiivi	10
alentua		verbi	52*J
alentuva		adjektiivi	10
alentuvainen		adjektiivi	38
alentuvaisesti		adverbi	99
alentuvaisuus		substantiivi	40
alentuvasti		adverbi	99
alentuvuus		substantiivi	40
aleta		verbi	72
aletusten		adverbi	99
aleutin kieli			
aleutti		substantiivi	5*C
alfa		substantiivi	9
alfa-alfa		substantiivi	100
alfahiukkanen		substantiivi	
alfalfa		substantiivi	9
alfanaaras		substantiivi	
alfanumeerinen		adjektiivi	
alfasäteet		substantiivi	
alfasäteily		substantiivi	
alfauros		substantiivi	
algebra		substantiivi	11
algebrallinen		adjektiivi	38
algoritmi		substantiivi	5
alhaalla		adverbi	99
alhaalle		adverbi	99
alhaalta		adverbi	99
alhainen		adjektiivi, substantiivi	38
alhaisaateli		substantiivi	
alhaisesti		adverbi	99
alhaiso		substantiivi	2
alhaissukuinen		adjektiivi	
alhaissäätyinen		adjektiivi	
alhaisuus		substantiivi	40
alho		substantiivi	1
ali		postpositio, adverbi	99
ali‑			
aliarvioida		verbi	
aliarviointi		substantiivi	
aliarvostaa		verbi	
aliarvostus		substantiivi	
alias		adverbi	99
alibi		substantiivi	5
aliedustettu		adjektiivi	1*C
aliedustus		substantiivi	
alien		substantiivi	6
alihallinto		substantiivi	
alihankinta		substantiivi	
alihankkija		substantiivi	
alihinta		substantiivi	
alijohtaja		substantiivi	
alijäähtyä		verbi	
alijäämä		substantiivi	
alijäämäinen		adjektiivi	38
alikaliiperiammus		substantiivi	
alikasvos		substantiivi	39
alikehittynyt		adjektiivi	
alikersantti		substantiivi	
alikriittinen		adjektiivi	
alikulku		substantiivi	
alikulkutunneli		substantiivi	
alikäytävä		substantiivi	
aliluutnantti		substantiivi	
alilämpö		substantiivi	
alimitoittaa		verbi	
alimittainen		adjektiivi	
alimma		adverbi	99
alimmainen		adjektiivi	38
alimmaksi		adverbi	99
alimmas		adverbi	99
alimmillaan		adverbi	99
alimmilleen		adverbi	99
alimpana		adverbi	99
alin		adjektiivi	36
alinen		adjektiivi	38
alinomaa		adverbi	99
alinomainen		adjektiivi	38
alinopeus		substantiivi	
alio		substantiivi	3
aliohjautuva		adjektiivi	10
aliohjautuvuus		substantiivi	
alioikeus		substantiivi	
alipaine		substantiivi	
alipaineinen		adjektiivi	
alipaino		substantiivi	
alipainoinen		adjektiivi	
alipainoisuus		substantiivi	
alipalkattu		adjektiivi	1*C
alipalkkainen		adjektiivi	
alipalkkaisuus		substantiivi	
alipalkkaus		substantiivi	
aliperämies		substantiivi	
alipukeutua		verbi	
alipäällikkö		substantiivi	
alipäällystö		substantiivi	
alipääsihteeri		substantiivi	
aliravitsemus		substantiivi	
aliravittu		adjektiivi	1*C
alistaa		verbi	53
alisteinen		adjektiivi	38
alisteisuus		substantiivi	40
alistua		verbi	52
alistus		substantiivi	39
alistuskonjunktio		substantiivi	
alistussuhde		substantiivi	
alistuva		adjektiivi	10
alistuvainen		adjektiivi	38
alistuvaisuus		substantiivi	40
alistuvuus		substantiivi	40
alisuorittaa		verbi	
alisuorittaja		substantiivi	
alisuoriutua		verbi	
alisuoriutuja		substantiivi	10
alitajuinen		adjektiivi	
alitajunta		substantiivi	
alitehoinen		adjektiivi	
alitse		postpositio, adverbi	99
alittaa		verbi	53*C
alittua		verbi	52*C
alituinen		adjektiivi	38
alituiseen		adverbi	99
alituisesti		adverbi	99
alituotanto		substantiivi	
alitus		substantiivi	39
alitusten		adverbi	99
alityöllisyys		substantiivi	
aliupseeri		substantiivi	
aliupseerikoulu		substantiivi	
aliupseerinarvo		substantiivi	
aliupseeristo		substantiivi	
aliurakka		substantiivi	
aliurakoida		verbi	
aliurakointi		substantiivi	
aliurakoitsija		substantiivi	
alivakuuttaa		verbi	
alivakuutus		substantiivi	
alivalottaa		verbi	
alivalottua		verbi	
alivalotus		substantiivi	
alivaltiosihteeri		substantiivi	
alivoima		substantiivi	
alivoimainen		adjektiivi	
alivoimaisuus		substantiivi	
alivoimapeli		substantiivi	
alivuokralainen		substantiivi	
alivuokrasuhde		substantiivi	
alkaa		verbi	56*D
alkaen		postpositio, prepositio	99
alkaja		substantiivi	10
alkajaiset		substantiivi	38
alkajaisjuhla		substantiivi	
alkali		substantiivi	6
alkalimetalli		substantiivi	
alkalinen		adjektiivi	38
alkaliparisto		substantiivi	
alkalisuola		substantiivi	
alkalisuus		substantiivi	40
alkaloidi		substantiivi	5
alkamisaika		substantiivi	9*D
alkamispäivä		substantiivi	
alkeellinen		adjektiivi	38
alkeellisesti		adverbi	99
alkeellisuus		substantiivi	40
alkeet		substantiivi	48
alkeis‑			
alkeishiukkanen		substantiivi	
alkeisjuuri		substantiivi	26
alkeiskirja		substantiivi	
alkeiskurssi		substantiivi	
alkeislehti		substantiivi	
alkeisopetus		substantiivi	
alkeisopinnot		substantiivi	
alkeisrihma		substantiivi	
alkeissilmu		substantiivi	
alkeistiedot		substantiivi	
alkeistumainen		substantiivi, adjektiivi	
alkeistumallinen		adjektiivi, substantiivi	
alkeisvaraus		substantiivi	
alkeisvarsi		substantiivi	
alkemia		substantiivi	12
alkemisti		substantiivi	5
alkio		substantiivi	3
alkiokalvo		substantiivi	
alkiolainen		adjektiivi, substantiivi	38
alkiolaisuus		substantiivi	40
alkionsiirto		substantiivi	
alkkarit		substantiivi	6
alkkis		substantiivi	39
alkoholi		substantiivi	5
alkoholihumala		substantiivi	
alkoholijuoma		substantiivi	
alkoholikassa		substantiivi	
alkoholikäyminen		substantiivi	
alkoholilainsäädäntö		substantiivi	
alkoholimyrkytys		substantiivi	
alkoholimyymälä		substantiivi	
alkoholinkäyttö		substantiivi	
alkoholiongelma		substantiivi	
alkoholiongelmainen		adjektiivi, substantiivi	
alkoholipitoinen		adjektiivi	
alkoholipitoisuus		substantiivi	
alkoholipolitiikka		substantiivi	
alkoholiprosentti		substantiivi	
alkoholiriippuvainen		substantiivi, adjektiivi	
alkoholiriippuvuus		substantiivi	
alkoholismi		substantiivi	5
alkoholisoitua		verbi	52*F
alkoholisti		substantiivi	5
alkoholistihuolto		substantiivi	
alkoholiton		adjektiivi	34*C
alkoholivaurio		substantiivi	
alkolukko		substantiivi	
alkometri		substantiivi	5
alkovi		substantiivi	5
alku		substantiivi	1*D
alkuaan		adverbi	99
alkuaika		substantiivi	9*D
alkuaine		substantiivi	
alkuaste		substantiivi	
alkuasukas		substantiivi	
alkuasukasheimo		substantiivi	
alkucocktail		substantiivi	
alkudrinkki		substantiivi	
alkueliö		substantiivi	
alkueläin		substantiivi	
alkuerä		substantiivi	
alkuhärkä		substantiivi	
alkuihminen		substantiivi	
alkuilta		substantiivi	
‑alkuinen		adjektiivi	38
alkuisin		adverbi	99
alkujaan		adverbi	99
alkujakso		substantiivi	
alkujuoma		substantiivi	
alkujuuri		substantiivi	26
alkukankeus		substantiivi	
alkukantainen		adjektiivi	
alkukantaisesti		adverbi	99
alkukantaisuus		substantiivi	
alkukarsinta		substantiivi	
alkukehto		substantiivi	
alkukeitto		substantiivi	
alkukesä		substantiivi	
alkukevät		substantiivi	
alkukieli		substantiivi	
alkukielinen		adjektiivi	
alkukilpailu		substantiivi	
alkukirjain		substantiivi	
alkukirkko		substantiivi	
alkukohta		substantiivi	10*F
alkukoktaili		substantiivi	
alkukoti		substantiivi	
alkukoulutus		substantiivi	
alkukristillinen		adjektiivi	
alkukristillisyys		substantiivi	
alkukuu		substantiivi	
alkukuukausi		substantiivi	
alkukuva		substantiivi	
